Num	X	Y	Z	Real_Index	Real_Index_Top	Real_Index_Bot_Thick	Oil_GRV_10_6	spill_Z	top_Z	OWC_depth	OWC_area_10_6	nb_Connected	GRV_density__m_	Hc_column__m_	Oil_GRV_quantile	OWC_Base_Area_10_6
      156.00000	   394394.83755	  7157596.41690	      992.62219	      155.00000	      155.00000	      155.00000	      111.89199	      992.62219	      950.22272	      992.62219	        7.37875	        1.00000	       15.16409	       42.39948	       84.50000	        3.48813
      157.00000	   392109.97243	  7156929.32143	      980.12677	      156.00000	      156.00000	      156.00000	       68.36934	      980.12677	      948.74854	      980.12677	        4.69250	        1.00000	       14.56992	       31.37823	       20.50000	        4.52625
      158.00000	   395694.23830	  7159277.83972	      994.31494	      157.00000	      157.00000	      157.00000	      119.90925	      994.31494	      936.63727	      994.31494	        7.02313	        1.00000	       17.07349	       57.67767	       92.00000	        3.91563
      159.00000	   394371.28331	  7157696.76727	      992.21771	      158.00000	      158.00000	      158.00000	       97.53555	      992.21771	      936.11963	      992.21771	        6.09750	        1.00000	       15.99599	       56.09808	       62.00000	        3.00250
      160.00000	   394717.17512	  7159141.92604	      982.71619	      159.00000	      159.00000	      159.00000	       41.75429	      982.71619	      948.45990	      982.71619	        3.05000	        1.00000	       13.68993	       34.25629	        1.00000	        1.75437
      161.00000	   395593.16635	  7159204.29068	      991.99152	      160.00000	      160.00000	      160.00000	       75.54409	      991.99152	      948.66095	      991.99152	        5.38250	        1.00000	       14.03513	       43.33057	       27.00000	        3.63562
      162.00000	   395944.31535	  7157549.05070	     1002.76996	      161.00000	      161.00000	      161.00000	      109.98946	     1002.76996	      945.27258	     1000.00000	        6.92812	        1.00000	       15.87579	       54.72742	       82.00000	        3.03125
      163.00000	   395542.44999	  7159155.01746	      981.23163	      162.00000	      162.00000	      162.00000	       62.56908	      981.23163	      951.01013	      981.23163	        4.91437	        1.00000	       12.73185	       30.22150	       14.00000	        3.48187
      164.00000	   394368.39701	  7157496.78810	      993.49121	      163.00000	      163.00000	      163.00000	       96.11732	      993.49121	      931.87726	      993.49121	        5.65438	        1.00000	       16.99875	       61.61395	       60.00000	        4.21500
      165.00000	   394470.55132	  7157645.32933	      989.84534	      164.00000	      164.00000	      164.00000	      104.77336	      989.84534	      950.41229	      989.84534	        6.66563	        1.00000	       15.71846	       39.43304	       73.50000	        4.88062
      166.00000	   394743.25487	  7159216.55744	      977.94067	      165.00000	      165.00000	      165.00000	       59.56910	      977.94067	      951.80286	      977.94067	        4.03438	        1.00000	       14.76539	       26.13782	       12.50000	        3.76250
      167.00000	   394817.88628	  7159190.47768	      983.41528	      166.00000	      166.00000	      166.00000	       49.48934	      983.41528	      949.44824	      983.41528	        3.93250	        1.00000	       12.58470	       33.96704	        2.50000	        3.34938
      168.00000	   394344.48197	  7157572.14108	      984.95251	      167.00000	      167.00000	      167.00000	       75.68919	      984.95251	      950.23041	      984.95251	        5.62437	        1.00000	       13.45735	       34.72211	       27.50000	        3.72312
      169.00000	   395946.73778	  7159449.21362	      980.87531	      168.00000	      168.00000	      168.00000	       57.61720	      980.87531	      945.61200	      980.87531	        5.43625	        1.00000	       10.59870	       35.26331	       10.50000	        4.69688
      170.00000	   394495.18793	  7157619.97115	      992.10767	      169.00000	      169.00000	      169.00000	      104.88241	      992.10767	      951.58557	      992.10767	        7.23125	        1.00000	       14.50405	       40.52209	       74.00000	        3.86438
      171.00000	   394816.80391	  7159115.48549	      985.74921	      170.00000	      170.00000	      170.00000	       71.12975	      985.74921	      951.15686	      985.74921	        4.26375	        1.00000	       16.68244	       34.59235	       22.00000	        3.74437
      172.00000	   395695.68145	  7159377.82930	      992.90857	      171.00000	      171.00000	      171.00000	       92.17665	      992.90857	      944.96167	      992.90857	        5.47250	        1.00000	       16.84361	       47.94690	       52.50000	        3.01875
      173.00000	   394369.11858	  7157546.78289	      994.58777	      172.00000	      172.00000	      172.00000	      114.03786	      994.58777	      940.61285	      994.58777	        7.51188	        1.00000	       15.18101	       53.97491	       87.50000	        4.21562
      174.00000	   394303.50686	  7158197.79756	      993.44592	      173.00000	      173.00000	      173.00000	       91.93954	      993.44592	      944.40387	      993.44592	        5.17250	        1.00000	       17.77468	       49.04205	       52.00000	        3.78312
      175.00000	   395744.95467	  7159327.11294	      992.60040	      174.00000	      174.00000	      174.00000	      105.37056	      992.60040	      939.90814	      992.60040	        6.88250	        1.00000	       15.30993	       52.69226	       74.50000	        3.72625
      176.00000	   395770.67364	  7159376.74694	      987.01837	      175.00000	      175.00000	      175.00000	       87.28822	      987.01837	      950.43866	      987.01837	        6.10750	        1.00000	       14.29197	       36.57971	       45.50000	        4.94562
      177.00000	   392134.96983	  7156928.96064	      994.53503	      176.00000	      176.00000	      176.00000	      119.49341	      994.53503	      951.56848	      994.53503	        7.53500	        1.00000	       15.85845	       42.96655	       91.50000	        3.94375
      178.00000	   394319.48458	  7157572.50186	      989.91431	      177.00000	      177.00000	      177.00000	      115.20568	      989.91431	      949.02930	      989.91431	        7.05625	        1.00000	       16.32676	       40.88501	       88.50000	        3.78500
      179.00000	   392185.68619	  7156978.23386	      989.36163	      178.00000	      178.00000	      178.00000	       86.29480	      989.36163	      944.97961	      989.36163	        5.67438	        1.00000	       15.20781	       44.38202	       44.00000	        3.96312
      180.00000	   395872.46716	  7159500.29078	      985.09888	      179.00000	      179.00000	      179.00000	       99.40854	      985.09888	      950.94879	      985.09888	        7.48750	        1.00000	       13.27660	       34.15009	       66.50000	        6.27500
      181.00000	   395669.24091	  7159278.20050	      984.18103	      180.00000	      180.00000	      180.00000	       58.48905	      984.18103	      950.90955	      984.18103	        4.74375	        1.00000	       12.32971	       33.27148	       11.50000	        3.45500
      182.00000	   395230.57525	  7158334.43282	      987.97449	      181.00000	      181.00000	      181.00000	       73.25614	      987.97449	      945.90118	      987.97449	        4.89563	        1.00000	       14.96359	       42.07330	       24.00000	        2.93187
      183.00000	   395921.01881	  7159399.57962	      990.63947	      182.00000	      182.00000	      182.00000	       85.55070	      990.63947	      945.51611	      990.63947	        6.52000	        1.00000	       13.12127	       45.12335	       42.00000	        3.06875
      184.00000	   395492.09441	  7159130.74164	      979.27716	      183.00000	      183.00000	      183.00000	       75.47457	      979.27716	      935.95032	      979.27716	        4.81875	        1.00000	       15.66269	       43.32684	       26.50000	        4.84438
      185.00000	   397155.99328	  7160081.82815	      977.31866	      184.00000	      184.00000	      184.00000	       56.48691	      977.31866	      952.31012	      977.31866	        5.49250	        1.00000	       10.28437	       25.00854	       10.00000	        6.31000
      186.00000	   396019.30754	  7157547.96834	      995.10254	      185.00000	      185.00000	      185.00000	      118.19779	      995.10254	      950.39459	      995.10254	        7.70000	        1.00000	       15.35036	       44.70795	       89.00000	        4.05250
      187.00000	   395568.52975	  7159229.64886	      986.64490	      186.00000	      186.00000	      186.00000	       54.43439	      986.64490	      949.55176	      986.64490	        4.37063	        1.00000	       12.45460	       37.09314	        6.00000	        3.13687
      188.00000	   394718.25748	  7159216.91823	      983.96808	      187.00000	      187.00000	      187.00000	       79.69167	      983.96808	      947.68207	      983.96808	        4.47875	        1.00000	       17.79328	       36.28601	       33.50000	        4.03375
      189.00000	   394841.44052	  7159090.12731	      984.86029	      188.00000	      188.00000	      188.00000	       54.97986	      984.86029	      950.16577	      984.86029	        4.14937	        1.00000	       13.25015	       34.69452	        7.50000	        3.00312
      190.00000	   395720.67885	  7159377.46852	      992.92047	      189.00000	      189.00000	      189.00000	      112.19179	      992.92047	      947.83063	      992.92047	        6.36750	        1.00000	       17.61944	       45.08984	       85.50000	        3.61063
      191.00000	   395466.73622	  7159106.10503	      982.68713	      190.00000	      190.00000	      190.00000	       76.40009	      982.68713	      949.70428	      982.68713	        5.00688	        1.00000	       15.25904	       32.98285	       28.50000	        4.10437
      192.00000	   395518.53495	  7159230.37043	      995.59387	      191.00000	      191.00000	      191.00000	       96.59686	      995.59387	      946.17096	      995.59387	        5.79313	        1.00000	       16.67439	       49.42291	       60.50000	        3.56500
      193.00000	   395620.32847	  7159353.91427	      995.51062	      192.00000	      192.00000	      192.00000	      137.84294	      995.51062	      943.09381	      995.51062	        7.24813	        1.00000	       19.01774	       52.41681	       99.00000	        3.87000
      194.00000	   395771.75600	  7159451.73913	      997.13483	      193.00000	      193.00000	      193.00000	      130.25429	      997.13483	      948.66400	      997.13483	        7.45750	        1.00000	       17.46621	       48.47083	       97.50000	        3.20250
      195.00000	   394667.18032	  7159142.64761	      984.84180	      194.00000	      194.00000	      194.00000	       65.39082	      984.84180	      944.19073	      984.84180	        4.06187	        1.00000	       16.09868	       40.65106	       16.50000	        3.50875
      196.00000	   394395.19834	  7157621.41430	      990.91089	      195.00000	      195.00000	      195.00000	      122.24398	      990.91089	      947.83527	      990.91089	        6.70625	        1.00000	       18.22837	       43.07562	       93.50000	        3.96375
      197.00000	   394743.97645	  7159266.55223	      984.52600	      196.00000	      196.00000	      196.00000	       66.71910	      984.52600	      940.59106	      984.52600	        3.96062	        1.00000	       16.84560	       43.93494	       18.50000	        3.28063
      198.00000	   395922.46196	  7159499.56920	      983.40869	      197.00000	      197.00000	      197.00000	       58.47239	      983.40869	      948.34082	      983.40869	        5.17188	        1.00000	       11.30584	       35.06787	       11.00000	        3.20750
      199.00000	   395694.95988	  7159327.83451	      991.64240	      198.00000	      198.00000	      198.00000	       88.89037	      991.64240	      949.14227	      991.64240	        6.65500	        1.00000	       13.35693	       42.50012	       46.50000	        2.84625
      200.00000	   395921.74038	  7159449.57441	      989.60522	      199.00000	      199.00000	      199.00000	      122.87066	      989.60522	      945.36328	      989.60522	        7.80625	        1.00000	       15.74004	       44.24194	       94.50000	        6.42125
